ticker,date,category,agreement_score,directional_agreement,thesis_similarity,avg_target_price,num_models,calls_json,fwd_ret_1m,fwd_ret_3m,fwd_ret_6m
MC,2025-09-30,small_cap,0.5746,0.75,0.3116,74.9,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 78.18, ""thesis"": ""Strong upward medium-term momentum (+9.9%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 69.71, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 76.33, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 75.38, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.06281538848646928,-0.0019071943423241272,-0.18911279278717583
OII,2025-09-30,small_cap,0.5742,0.75,0.3105,27.02,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 28.35, ""thesis"": ""Strong upward medium-term momentum (+15.4%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 25.13, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 27.33, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 27.26, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.050443904978326036,-0.018966957533476547,0.38700556818013004
PRDO,2025-09-30,small_cap,0.5828,0.75,0.3319,38.98,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 42.75, ""thesis"": ""Strong upward medium-term momentum (+19.7%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 31.26, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 41.27, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 40.62, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.08019131106529227,-0.203372085828,0.012083489193505543
SHOO,2025-09-30,small_cap,0.5829,0.75,0.3322,34.41,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 37.07, ""thesis"": ""Strong upward medium-term momentum (+29.4%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 27.54, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 36.79, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 36.26, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.02807644586010852,0.2662528472749495,0.028495898072186523
SLVM,2025-09-30,small_cap,0.575,0.75,0.3125,40.41,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 36.85, ""thesis"": ""Persistent negative price trajectory (-15.5%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 48.79, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 37.81, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 38.17, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",-0.0465056865281723,0.10312025670990714,-0.014840557984757781
AAPL,2025-12-31,large_cap,0.5827,0.75,0.3317,284.65,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 309.29, ""thesis"": ""Strong upward medium-term momentum (+5.8%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 226.66, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 304.41, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 298.23, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.006804833700017104,-0.05775222008332595,0.15221407260545405
MSFT,2025-12-31,large_cap,0.5667,0.75,0.2917,436.1,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 408.68, ""thesis"": ""Persistent negative price trajectory (-6.1%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 478.65, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 424.58, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 432.51, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",-0.12458123128733484,-0.22601959338443864,-0.19676141188400134
NVDA,2025-12-31,large_cap,0.5994,0.75,0.3736,180.9,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 188.66, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 153.59, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 193.43, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 187.92, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",-0.004772128427832688,-0.04879575329692739,0.049804369879111826
AMZN,2025-12-31,large_cap,0.4229,0.5,0.3071,229.01,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 233.47, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 194.7, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 254.73, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 233.13, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.05259509143241696,-0.09119661374150374,0.057793934297700286
GOOGL,2025-12-31,large_cap,0.5828,0.75,0.3321,326.28,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 354.88, ""thesis"": ""Strong upward medium-term momentum (+27.5%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 262.41, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 344.19, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 343.63, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.09805107639146343,-0.05438270669647772,0.17232266862280957
META,2025-12-31,large_cap,0.4027,0.5,0.2569,655.94,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 567.19, ""thesis"": ""Persistent negative price trajectory (-9.1%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 773.56, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 690.01, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 593.02, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.07017210067232585,-0.12897963236701274,-0.08897160321306954
BRK-B,2025-12-31,large_cap,0.5497,0.75,0.2492,527.28,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 570.61, ""thesis"": ""Strong upward medium-term momentum (+1.4%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 505.67, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 525.17, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 507.68, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",-0.030558013604046183,-0.05033321018636881,0.007818547147123992
JPM,2025-12-31,large_cap,0.4471,0.5,0.3678,303.53,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 317.07, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 267.51, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 280.06, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 349.48, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.039383233016421416,-0.08159375656177496,0.06298679605182143
V,2025-12-31,large_cap,0.7327,1.0,0.3317,355.81,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 355.07, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 346.81, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 369.26, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 352.11, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",-0.048102467656932206,-0.14054269684127446,0.022864597686096725
LLY,2025-12-31,large_cap,0.5831,0.75,0.3327,1120.39,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 1214.11, ""thesis"": ""Strong upward medium-term momentum (+31.3%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 907.48, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 1183.52, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 1176.46, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.02842702652791187,-0.12798091320718452,0.12045653168636108
UNH,2025-12-31,large_cap,0.4069,0.5,0.2674,311.27,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 285.83, ""thesis"": ""Persistent negative price trajectory (-6.0%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 324.53, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 341.59, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 293.13, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",-0.13486407583052068,-0.15356844162860517,0.28334633542472426
XOM,2025-12-31,large_cap,0.4453,0.5,0.3633,116.72,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 134.2, ""thesis"": ""Strong upward medium-term momentum (+9.1%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 98.92, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 103.99, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 129.77, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.1500747558350066,0.3442002580739954,0.1490915059405973
JNJ,2025-12-31,large_cap,0.583,0.75,0.3325,212.9,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 232.84, ""thesis"": ""Strong upward medium-term momentum (+12.0%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 168.74, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 225.99, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 224.04, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.11500360990924395,0.18063308600753913,0.26701109328819095
PG,2025-12-31,large_cap,0.4052,0.5,0.263,138.3,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 119.78, ""thesis"": ""Persistent negative price trajectory (-5.1%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 162.13, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 145.12, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 126.17, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.07653098764534473,0.005764809194437466,0.057165586862452204
HD,2025-12-31,large_cap,0.424,0.5,0.31,318.32,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 284.79, ""thesis"": ""Persistent negative price trajectory (-12.3%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 388.82, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 296.54, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 303.11, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.0988665691543778,-0.0590517796778035,0.03354251779242858
MA,2025-12-31,large_cap,0.3987,0.5,0.2468,619.5,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 654.89, ""thesis"": ""Strong upward medium-term momentum (-1.0%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 660.12, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 589.22, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 573.77, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",-0.025707362066344386,-0.13435192253249872,-0.06316871775835886
COST,2025-12-31,large_cap,0.4047,0.5,0.2618,853.63,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 745.91, ""thesis"": ""Persistent negative price trajectory (-5.8%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 1005.79, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 890.14, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 772.69, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.12447869920687407,0.17859153968348193,0.10505012087232832
ABBV,2025-12-31,large_cap,0.4027,0.5,0.2567,227.9,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 194.1, ""thesis"": ""Persistent negative price trajectory (-2.7%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 261.6, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 230.44, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 225.44, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",-0.004527818930446248,-0.07864562056309976,0.13326731132800332
MRK,2025-12-31,large_cap,0.4323,0.5,0.3309,108.5,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 118.01, ""thesis"": ""Strong upward medium-term momentum (+18.6%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 87.4, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 114.49, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 114.11, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.07704733692126889,0.1568046732394822,0.2220927205308066
BAC,2025-12-31,large_cap,0.5833,0.75,0.3332,56.73,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 61.79, ""thesis"": ""Strong upward medium-term momentum (+9.5%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 44.74, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 60.84, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 59.54, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.017636403291951968,-0.09710631121891508,0.10093841842686922
CVX,2025-12-31,large_cap,0.387,0.5,0.2175,150.33,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 171.76, ""thesis"": ""Strong upward medium-term momentum (+0.5%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 149.69, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 130.11, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 149.75, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.14185415850013805,0.31826249683415675,0.12393628445649023
CRM,2025-12-31,large_cap,0.4459,0.5,0.3647,260.42,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 301.31, ""thesis"": ""Strong upward medium-term momentum (+11.1%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 219.29, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 231.15, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 289.93, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.20422030645307704,-0.293420438356469,-0.371511484116942
NFLX,2025-12-31,large_cap,0.5731,0.75,0.3079,89.16,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 80.03, ""thesis"": ""Persistent negative price trajectory (-19.3%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 108.67, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 83.54, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 84.38, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",-0.11732081643958735,0.052261107233757695,-0.18920653891825193
AMD,2025-12-31,large_cap,0.5829,0.75,0.3322,224.12,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 245.68, ""thesis"": ""Strong upward medium-term momentum (+26.2%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 178.72, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 236.48, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 235.58, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.1499346286013941,0.015595798845616047,1.5777455096795985
PEP,2025-12-31,large_cap,0.401,0.5,0.2525,151.98,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 158.11, ""thesis"": ""Strong upward medium-term momentum (+1.8%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 163.03, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 146.13, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 140.67, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.08138232075467357,0.10376761624594223,0.01791513833407082
KO,2025-12-31,large_cap,0.4252,0.5,0.313,71.27,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 78.76, ""thesis"": ""Strong upward medium-term momentum (+6.5%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 69.49, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 60.95, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 75.89, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.07752827602925277,0.10495673218990592,0.20254221055555852
TMO,2025-12-31,large_cap,0.5753,0.75,0.3132,628.61,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 651.86, ""thesis"": ""Strong upward medium-term momentum (+10.5%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 584.78, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 641.68, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 636.13, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.004003763653931704,-0.15101244507160283,-0.10495982251933675
WMT,2025-12-31,large_cap,0.4331,0.5,0.3328,112.33,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 110.71, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 92.39, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 124.44, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 121.78, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.11354450430066061,0.13139000028117875,-0.002884083667853683
